ppn	spkr	id	var	dur	f	pool	list	def	s	o1	o2	o3	o4	cor	r	rt	i
WXEXZ	31	11	2	689	11_31_2.wav	1	3	41	m	166	41	123	55	0	2	1904	14
WXEXZ	30	9	2	373	9_30_2.wav	2	1	18	m	150	78	48	18	0	4	1943	15
WXEXZ	12	10	1	517	10_12_1.wav	1	1	1	m	108	166	109	1	1	4	1498	16
WXEXZ	52	4	3	885	4_52_3.wav	3	3	41	f	41	46	113	14	1	1	1168	17
WXEXZ	4	4	3	705	4_4_3.wav	3	2	32	f	32	83	9	91	1	1	756	18
WXEXZ	27	1	2	710	1_27_2.wav	2	3	41	f	109	107	52	41	1	4	2169	19
WXEXZ	8	9	4	667	9_8_4.wav	2	2	6	m	6	25	111	117	1	1	1003	20
WXEXZ	36	7	1	725	7_36_1.wav	3	1	23	m	105	23	72	174	1	2	1602	21
WXEXZ	19	3	1	837	3_19_1.wav	3	2	29	f	29	39	40	119	1	1	935	22
WXEXZ	50	5	3	710	5_50_3.wav	2	1	31	f	45	43	70	31	1	4	1200	23
WXEXZ	9	5	1	725	5_9_1.wav	2	2	37	f	37	52	68	154	1	1	1162	24
WXEXZ	54	7	2	735	7_54_2.wav	3	2	19	m	126	19	28	32	1	2	2772	25
WXEXZ	56	9	3	519	9_56_3.wav	2	2	3	m	3	78	119	98	1	1	2892	26
WXEXZ	5	10	2	577	10_5_2.wav	1	2	25	m	126	25	141	106	1	2	1617	27
WXEXZ	29	1	4	690	1_29_4.wav	2	1	13	f	13	162	64	173	1	1	2055	28
WXEXZ	11	10	2	568	10_11_2.wav	1	3	41	m	78	41	14	118	1	2	1945	29
WXEXZ	7	2	3	793	2_7_3.wav	1	1	20	f	83	122	36	20	0	4	988	30
WXEXZ	32	4	3	690	4_32_3.wav	3	3	41	f	77	95	41	57	1	3	3157	31
WXEXZ	37	9	1	624	9_37_1.wav	2	1	22	m	22	136	42	78	1	1	3103	32
WXEXZ	35	1	3	720	1_35_3.wav	2	2	17	f	179	17	133	24	1	2	3594	33
WXEXZ	40	7	3	725	7_40_3.wav	3	1	34	m	12	34	6	53	1	2	1464	34
WXEXZ	55	11	3	437	11_55_3.wav	1	3	41	m	52	118	41	64	1	3	3643	35
WXEXZ	44	1	4	675	1_44_4.wav	2	3	41	f	41	63	119	155	1	1	4358	36
WXEXZ	37	2	1	613	2_37_1.wav	1	1	22	f	141	22	84	32	1	2	1465	37
WXEXZ	7	1	4	685	1_7_4.wav	2	1	20	f	20	54	75	146	1	1	2137	38
WXEXZ	13	3	2	595	3_13_2.wav	3	2	30	f	66	115	122	30	1	4	2457	39
WXEXZ	4	9	3	527	9_4_3.wav	2	2	32	m	144	32	92	136	1	2	1106	40
WXEXZ	48	11	1	550	11_48_1.wav	1	1	2	m	171	14	68	2	1	4	1893	41
WXEXZ	46	10	3	452	10_46_3.wav	1	1	24	m	87	24	157	51	1	2	1501	42
WXEXZ	24	1	3	725	1_24_3.wav	2	1	33	f	70	33	171	50	1	2	890	43
WXEXZ	54	11	2	500	11_54_2.wav	1	2	19	m	19	157	43	20	0	1	867	44
WXEXZ	28	7	3	680	7_28_3.wav	3	3	41	m	172	136	122	41	1	4	1764	45
WXEXZ	41	2	2	563	2_41_2.wav	1	3	41	f	39	96	41	120	0	1	5373	46
WXEXZ	29	10	3	765	10_29_3.wav	1	1	13	m	85	13	151	63	0	2	1263	47
WXEXZ	55	7	1	660	7_55_1.wav	3	3	41	m	130	102	41	30	0	3	1823	48
WXEXZ	57	1	1	625	1_57_1.wav	2	2	10	f	10	77	46	36	1	1	1474	49
WXEXZ	52	5	3	720	5_52_3.wav	2	3	41	f	41	2	178	169	1	1	2125	50
WXEXZ	23	9	4	527	9_23_4.wav	2	3	41	m	146	114	41	52	0	3	2255	51
WXEXZ	16	5	2	685	5_16_2.wav	2	3	41	f	94	117	41	167	1	3	2026	52
WXEXZ	47	3	3	790	3_47_3.wav	3	2	9	f	9	84	55	143	1	1	1017	53
WXEXZ	18	3	3	717	3_18_3.wav	3	2	7	f	154	145	7	111	1	3	1428	54
WXEXZ	15	11	1	583	11_15_1.wav	1	2	5	m	120	84	66	5	1	4	2319	55
WXEXZ	51	5	2	940	5_51_2.wav	2	3	41	f	61	41	135	92	1	2	1460	56
WXEXZ	43	6	3	500	6_43_3.wav	1	1	27	f	27	125	62	178	1	1	2909	57
WXEXZ	9	2	2	631	2_9_2.wav	1	2	37	f	179	37	117	164	0	2	2762	58
WXEXZ	41	5	1	940	5_41_1.wav	2	3	41	f	124	41	63	149	1	2	3103	59
WXEXZ	17	1	3	660	1_17_3.wav	2	1	39	f	108	171	112	39	1	4	1550	60
WXEXZ	51	12	3	649	12_51_3.wav	3	3	41	m	41	44	135	10	1	1	1124	61
WXEXZ	1	2	1	568	2_1_1.wav	1	3	41	f	146	41	46	162	1	2	2724	62
WXEXZ	10	9	4	500	9_10_4.wav	2	1	21	m	21	148	24	169	1	1	1470	63
WXEXZ	14	1	2	670	1_14_2.wav	2	3	41	f	100	156	165	41	0	4	4250	64
WXEXZ	50	3	1	740	3_50_1.wav	3	1	31	f	31	99	84	68	1	1	1306	65
WXEXZ	46	1	1	660	1_46_1.wav	2	1	24	f	15	24	82	44	1	2	1565	66
WXEXZ	45	10	2	499	10_45_2.wav	1	2	15	m	92	163	174	15	1	4	1832	67
WXEXZ	28	11	2	609	11_28_2.wav	1	3	41	m	72	102	68	41	1	4	2185	68
WXEXZ	3	3	2	550	3_3_2.wav	3	3	41	f	75	176	41	60	1	3	1746	69
WXEXZ	31	5	2	830	5_31_2.wav	2	3	41	f	162	46	41	12	1	3	1877	70
WXEXZ	16	2	3	585	2_16_3.wav	1	3	41	f	41	1	86	122	1	1	1827	71
WXEXZ	36	1	3	680	1_36_3.wav	2	1	23	f	23	107	56	161	1	1	967	72
WXEXZ	12	12	1	586	12_12_1.wav	3	1	1	m	1	90	86	116	1	1	1602	73
WXEXZ	19	5	1	790	5_19_1.wav	2	2	29	f	68	160	84	29	1	4	1050	74
WXEXZ	19	6	1	693	6_19_1.wav	1	2	29	f	29	24	134	26	1	1	1702	75
WXEXZ	17	10	2	693	10_17_2.wav	1	1	39	m	66	32	33	39	0	2	1622	76
WXEXZ	25	4	2	910	4_25_2.wav	3	2	35	f	126	35	115	179	1	2	1287	77
WXEXZ	11	9	2	622	9_11_2.wav	2	3	41	m	105	41	101	163	1	2	1738	78
WXEXZ	36	11	2	511	11_36_2.wav	1	1	23	m	136	165	4	23	1	4	1765	79
WXEXZ	8	4	1	1100	4_8_1.wav	3	2	6	f	6	178	106	13	1	1	759	80
WXEXZ	57	12	3	554	12_57_3.wav	3	2	10	m	7	171	167	10	1	4	940	81
WXEXZ	49	9	4	500	9_49_4.wav	2	3	41	m	93	8	41	48	1	3	2780	82
WXEXZ	47	1	3	665	1_47_3.wav	2	2	9	f	89	93	38	9	1	4	973	83
WXEXZ	38	7	1	622	7_38_1.wav	3	3	41	m	41	91	44	47	1	1	2229	84
WXEXZ	40	9	2	500	9_40_2.wav	2	1	34	m	63	74	130	34	0	4	1055	85
WXEXZ	54	1	4	700	1_54_4.wav	2	2	19	f	99	69	115	19	1	4	1546	86
WXEXZ	60	6	1	433	6_60_1.wav	1	2	28	f	28	175	60	105	1	1	986	87
WXEXZ	33	6	2	493	6_33_2.wav	1	1	16	f	85	3	110	16	1	4	929	88
WXEXZ	45	12	2	589	12_45_2.wav	3	2	15	m	127	15	155	26	1	2	2964	89
WXEXZ	5	12	1	745	12_5_1.wav	3	2	25	m	178	167	25	117	1	3	986	90
WXEXZ	31	7	1	780	7_31_1.wav	3	3	41	m	107	41	167	180	1	2	1595	91
WXEXZ	15	9	4	606	9_15_4.wav	2	2	5	m	56	147	98	5	1	4	1803	92
WXEXZ	58	7	1	635	7_58_1.wav	3	1	8	m	171	8	170	59	0	1	1783	93
WXEXZ	53	7	1	550	7_53_1.wav	3	2	12	m	93	13	85	12	0	2	876	94
WXEXZ	39	4	2	715	4_39_2.wav	3	1	36	f	36	128	129	163	0	1	867	95
WXEXZ	59	7	2	820	7_59_2.wav	3	2	14	m	171	14	159	79	1	2	1832	96
WXEXZ	53	11	1	597	11_53_1.wav	1	2	12	m	2	57	12	11	1	3	1143	97
WXEXZ	14	7	1	700	7_14_1.wav	3	3	41	m	41	2	58	138	0	2	2667	98
WXEXZ	43	9	3	500	9_43_3.wav	2	1	27	m	27	126	33	158	1	1	1671	99
WXEXZ	25	2	2	632	2_25_2.wav	1	2	35	f	129	122	35	70	0	3	980	100
WXEXZ	38	11	2	656	11_38_2.wav	1	3	41	m	102	50	32	41	1	4	1483	101
WXEXZ	59	1	1	710	1_59_1.wav	2	2	14	f	14	5	26	94	0	1	1595	102
WXEXZ	60	3	1	540	3_60_1.wav	3	2	28	f	28	9	50	38	1	1	920	103
WXEXZ	39	2	3	580	2_39_3.wav	1	1	36	f	36	52	9	114	1	1	687	104
WXEXZ	32	5	1	725	5_32_1.wav	2	3	41	f	41	17	126	144	1	1	1333	105
WXEXZ	12	1	2	560	1_12_2.wav	2	1	1	f	1	71	85	109	1	1	1410	106
WXEXZ	27	12	1	600	12_27_1.wav	3	3	41	m	139	41	114	30	1	2	2384	107
WXEXZ	22	10	1	720	10_22_1.wav	1	3	41	m	41	75	82	150	1	1	1871	108
WXEXZ	33	9	1	500	9_33_1.wav	2	1	16	m	16	67	148	107	1	1	949	109
WXEXZ	46	12	1	629	12_46_1.wav	3	1	24	m	24	64	33	14	1	1	1065	110
WXEXZ	28	5	1	750	5_28_1.wav	2	3	41	f	132	143	81	41	1	4	1337	111
WXEXZ	22	12	2	665	12_22_2.wav	3	3	41	m	138	173	85	41	1	4	2425	112
WXEXZ	2	9	1	543	9_2_1.wav	2	2	26	m	159	26	166	72	1	2	1176	113
WXEXZ	38	9	1	657	9_38_1.wav	2	3	41	m	41	127	88	82	1	1	1664	114
WXEXZ	6	2	1	839	2_6_1.wav	1	2	4	f	4	46	135	176	1	1	927	115
WXEXZ	22	5	3	725	5_22_3.wav	2	3	41	f	77	93	170	41	1	4	1932	116
WXEXZ	51	10	1	810	10_51_1.wav	1	3	41	m	101	41	109	108	1	2	3906	117
WXEXZ	17	12	2	660	12_17_2.wav	3	1	39	m	8	39	36	158	1	2	2161	118
WXEXZ	21	3	2	780	3_21_2.wav	3	3	41	f	41	113	175	26	1	1	2222	119
WXEXZ	42	6	3	619	6_42_3.wav	1	1	38	f	107	157	38	72	1	3	1684	120
WXEXZ	47	6	1	573	6_47_1.wav	1	2	9	f	138	9	131	25	1	2	2372	121
WXEXZ	16	4	1	800	4_16_1.wav	3	3	41	f	129	25	41	95	1	3	2124	122
WXEXZ	34	12	1	1085	12_34_1.wav	3	3	41	m	58	7	142	41	1	4	1514	123
WXEXZ	20	7	2	840	7_20_2.wav	3	1	11	m	13	11	18	119	0	2	1343	124
WXEXZ	55	5	2	670	5_55_2.wav	2	3	41	f	41	130	6	175	0	3	1309	125
WXEXZ	6	4	3	795	4_6_3.wav	3	2	4	f	4	13	128	58	1	1	3017	126
WXEXZ	59	11	1	544	11_59_1.wav	1	2	14	m	14	124	123	60	1	1	890	127
WXEXZ	58	11	2	550	11_58_2.wav	1	1	8	m	80	8	148	92	0	3	3989	128
WXEXZ	56	12	1	585	12_56_1.wav	3	2	3	m	141	99	57	3	1	4	2526	129
WXEXZ	39	5	2	812	5_39_2.wav	2	1	36	f	71	36	51	143	1	2	1149	130
WXEXZ	43	3	3	715	3_43_3.wav	3	1	27	f	140	49	27	141	1	3	1415	131
WXEXZ	49	6	2	542	6_49_2.wav	1	3	41	f	142	51	54	41	1	4	2698	132
WXEXZ	13	5	4	860	5_13_4.wav	2	2	30	f	30	172	107	72	1	1	1003	133
WXEXZ	10	12	2	567	12_10_2.wav	3	1	21	m	106	58	21	157	1	3	2476	134
WXEXZ	7	4	2	710	4_7_2.wav	3	1	20	f	20	77	102	87	1	1	917	135
WXEXZ	8	2	3	637	2_8_3.wav	1	2	6	f	6	102	53	149	1	1	861	136
WXEXZ	18	6	3	622	6_18_3.wav	1	2	7	f	46	44	110	7	1	4	1962	137
WXEXZ	52	2	1	592	2_52_1.wav	1	3	41	f	134	41	1	32	1	2	3834	138
WXEXZ	37	4	1	920	4_37_1.wav	3	1	22	f	22	19	86	28	1	1	765	139
WXEXZ	3	6	1	441	6_3_1.wav	1	3	41	f	41	119	73	43	1	1	1477	140
WXEXZ	11	12	3	788	12_11_3.wav	3	3	41	m	142	41	174	145	1	2	2081	141
WXEXZ	48	7	3	820	7_48_3.wav	3	1	2	m	116	9	2	8	1	3	1336	142
WXEXZ	3	1	3	550	1_3_3.wav	2	3	41	f	41	128	79	155	0	1	1014	143
WXEXZ	35	11	1	568	11_35_1.wav	1	2	17	m	158	42	33	17	1	3	2064	144
WXEXZ	20	1	4	980	1_20_4.wav	2	1	11	f	11	76	166	4	1	1	995	145
WXEXZ	26	6	1	738	6_26_1.wav	1	1	40	f	67	81	40	161	1	3	1755	146
WXEXZ	24	2	3	668	2_24_3.wav	1	1	33	f	167	138	33	82	1	3	1249	147
WXEXZ	18	5	3	703	5_18_3.wav	2	2	7	f	7	170	79	118	0	1	755	148
WXEXZ	42	5	1	680	5_42_1.wav	2	1	38	f	38	175	82	73	1	1	650	149
WXEXZ	15	7	1	920	7_15_1.wav	3	2	5	m	168	5	126	40	1	2	3385	150
WXEXZ	21	6	2	622	6_21_2.wav	1	3	41	f	155	100	144	41	1	4	2847	151
WXEXZ	58	1	1	500	1_58_1.wav	2	1	8	f	22	8	48	103	0	1	1376	152
WXEXZ	23	3	2	845	3_23_2.wav	3	3	41	f	41	180	82	122	1	1	2134	153
WXEXZ	1	9	1	644	9_1_1.wav	2	3	41	m	41	178	167	146	1	1	1573	154
WXEXZ	32	2	1	581	2_32_1.wav	1	3	41	f	41	68	18	135	1	1	2027	155
WXEXZ	4	2	1	586	2_4_1.wav	1	2	32	f	32	49	139	89	1	1	873	156
WXEXZ	6	9	2	617	9_6_2.wav	2	2	4	m	4	179	42	9	1	1	1163	157
WXEXZ	56	10	2	535	10_56_2.wav	1	2	3	m	3	112	153	74	1	1	1408	158
WXEXZ	10	10	3	573	10_10_3.wav	1	1	21	m	20	53	73	21	1	4	2004	159
WXEXZ	41	4	1	720	4_41_1.wav	3	3	41	f	41	66	108	75	1	1	3138	160
WXEXZ	26	5	1	821	5_26_1.wav	2	1	40	f	80	40	145	174	1	2	886	161
WXEXZ	35	7	2	835	7_35_2.wav	3	2	17	m	24	114	17	76	1	3	1858	162
WXEXZ	25	9	2	562	9_25_2.wav	2	2	35	m	35	26	137	155	1	1	833	163
WXEXZ	9	4	3	720	4_9_3.wav	3	2	37	f	145	93	33	37	1	4	2544	164
WXEXZ	26	3	2	900	3_26_2.wav	3	1	40	f	40	41	114	119	1	1	1431	165
WXEXZ	14	11	2	553	11_14_2.wav	1	3	41	m	111	67	59	41	0	4	2407	166
WXEXZ	44	6	3	586	6_44_3.wav	1	3	41	f	19	41	121	162	0	2	3182	167
WXEXZ	21	1	1	710	1_21_1.wav	2	3	41	f	113	75	41	139	1	3	2605	168
WXEXZ	34	10	1	684	10_34_1.wav	1	3	41	m	61	141	41	24	1	3	2305	169
WXEXZ	27	10	2	660	10_27_2.wav	1	3	41	m	104	96	168	41	1	4	2253	170
WXEXZ	44	3	1	715	3_44_1.wav	3	3	41	f	153	131	41	96	1	3	2294	171
WXEXZ	5	1	2	910	1_5_2.wav	2	2	25	f	25	164	44	22	1	1	1726	172
WXEXZ	40	11	3	500	11_40_3.wav	1	1	34	m	34	163	80	78	0	1	1541	173
WXEXZ	2	10	2	720	10_2_2.wav	1	2	26	m	69	177	26	109	1	3	2210	174
WXEXZ	57	10	3	561	10_57_3.wav	1	2	10	m	129	146	10	127	1	3	3087	175
WXEXZ	23	6	2	449	6_23_2.wav	1	3	41	f	127	41	79	61	1	2	1746	176
WXEXZ	60	5	1	625	5_60_1.wav	2	2	28	f	28	93	66	42	1	1	919	177
WXEXZ	2	12	3	746	12_2_3.wav	3	2	26	m	67	26	171	138	1	2	1234	178
WXEXZ	13	6	3	491	6_13_3.wav	1	2	30	f	47	30	78	101	1	2	1432	179
WXEXZ	1	4	3	770	4_1_3.wav	3	3	41	f	44	154	41	127	0	3	2741	180
GBDWF	20	11	1	661	11_20_1.wav	1	1	11	m	47	68	126	11	1	4	2440	1
GBDWF	34	5	1	780	5_34_1.wav	2	3	41	f	68	166	41	67	1	3	2037	2
GBDWF	29	12	1	579	12_29_1.wav	3	1	13	m	140	13	49	56	1	2	1525	3
GBDWF	42	3	3	775	3_42_3.wav	3	1	38	f	38	116	65	49	1	1	968	4
GBDWF	49	3	1	475	3_49_1.wav	3	3	41	f	106	105	114	41	1	4	2176	5
GBDWF	30	4	3	590	4_30_3.wav	3	1	18	f	50	126	80	18	1	4	2009	6
GBDWF	48	1	1	695	1_48_1.wav	2	1	2	f	101	2	103	100	1	2	761	7
GBDWF	45	5	1	720	5_45_1.wav	2	2	15	f	154	15	87	114	1	2	1473	8
GBDWF	30	2	3	419	2_30_3.wav	1	1	18	f	97	58	26	18	1	4	1744	9
GBDWF	24	4	2	935	4_24_2.wav	3	1	33	f	33	44	178	107	1	1	854	10
GBDWF	53	5	1	710	5_53_1.wav	2	2	12	f	54	147	12	63	1	3	1436	11
GBDWF	33	3	2	845	3_33_2.wav	3	1	16	f	53	16	81	90	1	2	3208	12
GBDWF	50	6	1	548	6_50_1.wav	1	1	31	f	30	14	90	31	1	4	1665	13
GBDWF	31	11	2	689	11_31_2.wav	1	3	41	m	166	41	123	55	0	2	1912	14
GBDWF	30	9	2	373	9_30_2.wav	2	1	18	m	150	78	48	18	0	4	1953	15
GBDWF	12	10	1	517	10_12_1.wav	1	1	1	m	108	166	109	1	1	4	1520	16
GBDWF	52	4	3	885	4_52_3.wav	3	3	41	f	41	46	113	14	1	1	1197	17
GBDWF	4	4	3	705	4_4_3.wav	3	2	32	f	32	83	9	91	1	1	781	18
GBDWF	27	1	2	710	1_27_2.wav	2	3	41	f	109	107	52	41	1	4	2197	19
GBDWF	8	9	4	667	9_8_4.wav	2	2	6	m	6	25	111	117	1	1	1030	20
GBDWF	36	7	1	725	7_36_1.wav	3	1	23	m	105	23	72	174	1	2	1602	21
GBDWF	19	3	1	837	3_19_1.wav	3	2	29	f	29	39	40	119	1	1	958	22
GBDWF	50	5	3	710	5_50_3.wav	2	1	31	f	45	43	70	31	1	4	1205	23
GBDWF	9	5	1	725	5_9_1.wav	2	2	37	f	37	52	68	154	1	1	1185	24
GBDWF	54	7	2	735	7_54_2.wav	3	2	19	m	126	19	28	32	1	2	2782	25
GBDWF	56	9	3	519	9_56_3.wav	2	2	3	m	3	78	119	98	1	1	2906	26
GBDWF	5	10	2	577	10_5_2.wav	1	2	25	m	126	25	141	106	1	2	1619	27
GBDWF	29	1	4	690	1_29_4.wav	2	1	13	f	13	162	64	173	1	1	2066	28
GBDWF	11	10	2	568	10_11_2.wav	1	3	41	m	78	41	14	118	1	2	1966	29
GBDWF	7	2	3	793	2_7_3.wav	1	1	20	f	83	122	36	20	0	4	1008	30
GBDWF	32	4	3	690	4_32_3.wav	3	3	41	f	77	95	41	57	1	3	3166	31
GBDWF	37	9	1	624	9_37_1.wav	2	1	22	m	22	136	42	78	1	1	3126	32
GBDWF	35	1	3	720	1_35_3.wav	2	2	17	f	179	17	133	24	1	2	3604	33
GBDWF	40	7	3	725	7_40_3.wav	3	1	34	m	12	34	6	53	1	2	1479	34
GBDWF	55	11	3	437	11_55_3.wav	1	3	41	m	52	118	41	64	1	3	3669	35
GBDWF	44	1	4	675	1_44_4.wav	2	3	41	f	41	63	119	155	1	1	4384	36
GBDWF	37	2	1	613	2_37_1.wav	1	1	22	f	141	22	84	32	1	2	1491	37
GBDWF	7	1	4	685	1_7_4.wav	2	1	20	f	20	54	75	146	1	1	2156	38
GBDWF	13	3	2	595	3_13_2.wav	3	2	30	f	66	115	122	30	1	4	2463	39
GBDWF	4	9	3	527	9_4_3.wav	2	2	32	m	144	32	92	136	1	2	1112	40
GBDWF	48	11	1	550	11_48_1.wav	1	1	2	m	171	14	68	2	1	4	1903	41
GBDWF	46	10	3	452	10_46_3.wav	1	1	24	m	87	24	157	51	1	2	1522	42
GBDWF	24	1	3	725	1_24_3.wav	2	1	33	f	70	33	171	50	1	2	909	43
GBDWF	54	11	2	500	11_54_2.wav	1	2	19	m	19	157	43	20	0	1	873	44
GBDWF	28	7	3	680	7_28_3.wav	3	3	41	m	172	136	122	41	1	4	1780	45
GBDWF	41	2	2	563	2_41_2.wav	1	3	41	f	39	96	41	120	0	1	5376	46
GBDWF	29	10	3	765	10_29_3.wav	1	1	13	m	85	13	151	63	0	2	1274	47
GBDWF	55	7	1	660	7_55_1.wav	3	3	41	m	130	102	41	30	0	3	1852	48
GBDWF	57	1	1	625	1_57_1.wav	2	2	10	f	10	77	46	36	1	1	1494	49
GBDWF	52	5	3	720	5_52_3.wav	2	3	41	f	41	2	178	169	1	1	2131	50
GBDWF	23	9	4	527	9_23_4.wav	2	3	41	m	146	114	41	52	0	3	2270	51
GBDWF	16	5	2	685	5_16_2.wav	2	3	41	f	94	117	41	167	1	3	2045	52
GBDWF	47	3	3	790	3_47_3.wav	3	2	9	f	9	84	55	143	1	1	1024	53
GBDWF	18	3	3	717	3_18_3.wav	3	2	7	f	154	145	7	111	1	3	1445	54
GBDWF	15	11	1	583	11_15_1.wav	1	2	5	m	120	84	66	5	1	4	2347	55
GBDWF	51	5	2	940	5_51_2.wav	2	3	41	f	61	41	135	92	1	2	1464	56
GBDWF	43	6	3	500	6_43_3.wav	1	1	27	f	27	125	62	178	1	1	2927	57
GBDWF	9	2	2	631	2_9_2.wav	1	2	37	f	179	37	117	164	0	2	2779	58
GBDWF	41	5	1	940	5_41_1.wav	2	3	41	f	124	41	63	149	1	2	3104	59
GBDWF	17	1	3	660	1_17_3.wav	2	1	39	f	108	171	112	39	1	4	1564	60
GBDWF	51	12	3	649	12_51_3.wav	3	3	41	m	41	44	135	10	1	1	1137	61
GBDWF	1	2	1	568	2_1_1.wav	1	3	41	f	146	41	46	162	1	2	2741	62
GBDWF	10	9	4	500	9_10_4.wav	2	1	21	m	21	148	24	169	1	1	1481	63
GBDWF	14	1	2	670	1_14_2.wav	2	3	41	f	100	156	165	41	0	4	4255	64
GBDWF	50	3	1	740	3_50_1.wav	3	1	31	f	31	99	84	68	1	1	1323	65
GBDWF	46	1	1	660	1_46_1.wav	2	1	24	f	15	24	82	44	1	2	1573	66
GBDWF	45	10	2	499	10_45_2.wav	1	2	15	m	92	163	174	15	1	4	1854	67
GBDWF	28	11	2	609	11_28_2.wav	1	3	41	m	72	102	68	41	1	4	2214	68
GBDWF	3	3	2	550	3_3_2.wav	3	3	41	f	75	176	41	60	1	3	1764	69
GBDWF	31	5	2	830	5_31_2.wav	2	3	41	f	162	46	41	12	1	3	1903	70
GBDWF	16	2	3	585	2_16_3.wav	1	3	41	f	41	1	86	122	1	1	1839	71
GBDWF	36	1	3	680	1_36_3.wav	2	1	23	f	23	107	56	161	1	1	981	72
GBDWF	12	12	1	586	12_12_1.wav	3	1	1	m	1	90	86	116	1	1	1606	73
GBDWF	19	5	1	790	5_19_1.wav	2	2	29	f	68	160	84	29	1	4	1068	74
GBDWF	19	6	1	693	6_19_1.wav	1	2	29	f	29	24	134	26	1	1	1731	75
GBDWF	17	10	2	693	10_17_2.wav	1	1	39	m	66	32	33	39	0	2	1646	76
GBDWF	25	4	2	910	4_25_2.wav	3	2	35	f	126	35	115	179	1	2	1297	77
GBDWF	11	9	2	622	9_11_2.wav	2	3	41	m	105	41	101	163	1	2	1766	78
GBDWF	36	11	2	511	11_36_2.wav	1	1	23	m	136	165	4	23	1	4	1793	79
GBDWF	8	4	1	1100	4_8_1.wav	3	2	6	f	6	178	106	13	1	1	770	80
GBDWF	57	12	3	554	12_57_3.wav	3	2	10	m	7	171	167	10	1	4	953	81
GBDWF	49	9	4	500	9_49_4.wav	2	3	41	m	93	8	41	48	1	3	2798	82
GBDWF	47	1	3	665	1_47_3.wav	2	2	9	f	89	93	38	9	1	4	975	83
GBDWF	38	7	1	622	7_38_1.wav	3	3	41	m	41	91	44	47	1	1	2252	84
GBDWF	40	9	2	500	9_40_2.wav	2	1	34	m	63	74	130	34	0	4	1074	85
GBDWF	54	1	4	700	1_54_4.wav	2	2	19	f	99	69	115	19	1	4	1550	86
GBDWF	60	6	1	433	6_60_1.wav	1	2	28	f	28	175	60	105	1	1	1014	87
GBDWF	33	6	2	493	6_33_2.wav	1	1	16	f	85	3	110	16	1	4	949	88
GBDWF	45	12	2	589	12_45_2.wav	3	2	15	m	127	15	155	26	1	2	2977	89
GBDWF	5	12	1	745	12_5_1.wav	3	2	25	m	178	167	25	117	1	3	1007	90
GBDWF	31	7	1	780	7_31_1.wav	3	3	41	m	107	41	167	180	1	2	1609	91
GBDWF	15	9	4	606	9_15_4.wav	2	2	5	m	56	147	98	5	1	4	1831	92
GBDWF	58	7	1	635	7_58_1.wav	3	1	8	m	171	8	170	59	0	1	1811	93
GBDWF	53	7	1	550	7_53_1.wav	3	2	12	m	93	13	85	12	0	2	893	94
GBDWF	39	4	2	715	4_39_2.wav	3	1	36	f	36	128	129	163	0	1	884	95
GBDWF	59	7	2	820	7_59_2.wav	3	2	14	m	171	14	159	79	1	2	1834	96
GBDWF	53	11	1	597	11_53_1.wav	1	2	12	m	2	57	12	11	1	3	1155	97
GBDWF	14	7	1	700	7_14_1.wav	3	3	41	m	41	2	58	138	0	2	2690	98
GBDWF	43	9	3	500	9_43_3.wav	2	1	27	m	27	126	33	158	1	1	1675	99
GBDWF	25	2	2	632	2_25_2.wav	1	2	35	f	129	122	35	70	0	3	1004	100
GBDWF	38	11	2	656	11_38_2.wav	1	3	41	m	102	50	32	41	1	4	1505	101
GBDWF	59	1	1	710	1_59_1.wav	2	2	14	f	14	5	26	94	0	1	1611	102
GBDWF	60	3	1	540	3_60_1.wav	3	2	28	f	28	9	50	38	1	1	936	103
GBDWF	39	2	3	580	2_39_3.wav	1	1	36	f	36	52	9	114	1	1	708	104
GBDWF	32	5	1	725	5_32_1.wav	2	3	41	f	41	17	126	144	1	1	1359	105
GBDWF	12	1	2	560	1_12_2.wav	2	1	1	f	1	71	85	109	1	1	1414	106
GBDWF	27	12	1	600	12_27_1.wav	3	3	41	m	139	41	114	30	1	2	2387	107
GBDWF	22	10	1	720	10_22_1.wav	1	3	41	m	41	75	82	150	1	1	1899	108
GBDWF	33	9	1	500	9_33_1.wav	2	1	16	m	16	67	148	107	1	1	953	109
GBDWF	46	12	1	629	12_46_1.wav	3	1	24	m	24	64	33	14	1	1	1078	110
GBDWF	28	5	1	750	5_28_1.wav	2	3	41	f	132	143	81	41	1	4	1355	111
GBDWF	22	12	2	665	12_22_2.wav	3	3	41	m	138	173	85	41	1	4	2440	112
GBDWF	2	9	1	543	9_2_1.wav	2	2	26	m	159	26	166	72	1	2	1192	113
GBDWF	38	9	1	657	9_38_1.wav	2	3	41	m	41	127	88	82	1	1	1674	114
GBDWF	6	2	1	839	2_6_1.wav	1	2	4	f	4	46	135	176	1	1	953	115
GBDWF	22	5	3	725	5_22_3.wav	2	3	41	f	77	93	170	41	1	4	1937	116
GBDWF	51	10	1	810	10_51_1.wav	1	3	41	m	101	41	109	108	1	2	3924	117
GBDWF	17	12	2	660	12_17_2.wav	3	1	39	m	8	39	36	158	1	2	2161	118
GBDWF	21	3	2	780	3_21_2.wav	3	3	41	f	41	113	175	26	1	1	2232	119
GBDWF	42	6	3	619	6_42_3.wav	1	1	38	f	107	157	38	72	1	3	1707	120
GBDWF	47	6	1	573	6_47_1.wav	1	2	9	f	138	9	131	25	1	2	2394	121
