ppn	spkr	id	var	dur	f	pool	list	def	s	o1	o2	o3	o4	cor	r	rt	i
JJAPM	9	5	1	725	5_9_1.wav	2	2	37	f	37	52	68	154	1	1	1016	24
JJAPM	54	7	2	735	7_54_2.wav	3	2	19	m	126	19	28	32	1	2	2667	25
JJAPM	56	9	3	519	9_56_3.wav	2	2	3	m	3	78	119	98	1	1	2770	26
JJAPM	5	10	2	577	10_5_2.wav	1	2	25	m	126	25	141	106	1	2	1510	27
JJAPM	29	1	4	690	1_29_4.wav	2	1	13	f	13	162	64	173	1	1	1844	28
JJAPM	11	10	2	568	10_11_2.wav	1	3	41	m	78	41	14	118	1	2	1788	29
JJAPM	7	2	3	793	2_7_3.wav	1	1	20	f	83	122	36	20	1	4	796	30
JJAPM	32	4	3	690	4_32_3.wav	3	3	41	f	77	95	41	57	1	3	3012	31
JJAPM	37	9	1	624	9_37_1.wav	2	1	22	m	22	136	42	78	1	1	2964	32
JJAPM	35	1	3	720	1_35_3.wav	2	2	17	f	179	17	133	24	1	2	3417	33
JJAPM	40	7	3	725	7_40_3.wav	3	1	34	m	12	34	6	53	1	2	1339	34
JJAPM	55	11	3	437	11_55_3.wav	1	3	41	m	52	118	41	64	1	3	3494	35
JJAPM	44	1	4	675	1_44_4.wav	2	3	41	f	41	63	119	155	1	1	4195	36
JJAPM	37	2	1	613	2_37_1.wav	1	1	22	f	141	22	84	32	1	2	1298	37
JJAPM	7	1	4	685	1_7_4.wav	2	1	20	f	20	54	75	146	1	1	1997	38
JJAPM	13	3	2	595	3_13_2.wav	3	2	30	f	66	115	122	30	1	4	2336	39
JJAPM	4	9	3	527	9_4_3.wav	2	2	32	m	144	32	92	136	1	2	976	40
JJAPM	48	11	1	550	11_48_1.wav	1	1	2	m	171	14	68	2	1	4	1767	41
JJAPM	46	10	3	452	10_46_3.wav	1	1	24	m	87	24	157	51	1	2	1341	42
JJAPM	24	1	3	725	1_24_3.wav	2	1	33	f	70	33	171	50	1	2	751	43
JJAPM	54	11	2	500	11_54_2.wav	1	2	19	m	19	157	43	20	1	1	717	44
JJAPM	28	7	3	680	7_28_3.wav	3	3	41	m	172	136	122	41	1	4	1626	45
JJAPM	41	2	2	563	2_41_2.wav	1	3	41	f	39	96	41	120	0	1	5218	46
JJAPM	29	10	3	765	10_29_3.wav	1	1	13	m	85	13	151	63	1	2	1100	47
JJAPM	55	7	1	660	7_55_1.wav	3	3	41	m	130	102	41	30	1	3	1662	48
JJAPM	57	1	1	625	1_57_1.wav	2	2	10	f	10	77	46	36	1	1	1331	49
JJAPM	52	5	3	720	5_52_3.wav	2	3	41	f	41	2	178	169	1	1	1957	50
JJAPM	23	9	4	527	9_23_4.wav	2	3	41	m	146	114	41	52	1	3	2171	51
JJAPM	16	5	2	685	5_16_2.wav	2	3	41	f	94	117	41	167	1	3	1852	52
JJAPM	47	3	3	790	3_47_3.wav	3	2	9	f	9	84	55	143	1	1	896	53
JJAPM	18	3	3	717	3_18_3.wav	3	2	7	f	154	145	7	111	1	3	1276	54
JJAPM	15	11	1	583	11_15_1.wav	1	2	5	m	120	84	66	5	1	4	2172	55
JJAPM	51	5	2	940	5_51_2.wav	2	3	41	f	61	41	135	92	1	2	1343	56
JJAPM	43	6	3	500	6_43_3.wav	1	1	27	f	27	125	62	178	1	1	2780	57
JJAPM	9	2	2	631	2_9_2.wav	1	2	37	f	179	37	117	164	1	2	2599	58
JJAPM	41	5	1	940	5_41_1.wav	2	3	41	f	124	41	63	149	1	2	2956	59
JJAPM	17	1	3	660	1_17_3.wav	2	1	39	f	108	171	112	39	1	4	1375	60
JJAPM	51	12	3	649	12_51_3.wav	3	3	41	m	41	44	135	10	1	1	980	61
JJAPM	1	2	1	568	2_1_1.wav	1	3	41	f	146	41	46	162	1	2	2542	62
JJAPM	10	9	4	500	9_10_4.wav	2	1	21	m	21	148	24	169	1	1	1310	63
JJAPM	14	1	2	670	1_14_2.wav	2	3	41	f	100	156	165	41	1	4	4100	64
JJAPM	50	3	1	740	3_50_1.wav	3	1	31	f	31	99	84	68	1	1	1179	65
JJAPM	46	1	1	660	1_46_1.wav	2	1	24	f	15	24	82	44	1	2	1458	66
JJAPM	45	10	2	499	10_45_2.wav	1	2	15	m	92	163	174	15	1	4	1654	67
JJAPM	28	11	2	609	11_28_2.wav	1	3	41	m	72	102	68	41	1	4	2047	68
JJAPM	3	3	2	550	3_3_2.wav	3	3	41	f	75	176	41	60	1	3	1633	69
JJAPM	31	5	2	830	5_31_2.wav	2	3	41	f	162	46	41	12	1	3	1734	70
JJAPM	16	2	3	585	2_16_3.wav	1	3	41	f	41	1	86	122	1	1	1671	71
JJAPM	36	1	3	680	1_36_3.wav	2	1	23	f	23	107	56	161	1	1	830	72
JJAPM	12	12	1	586	12_12_1.wav	3	1	1	m	1	90	86	116	1	1	1493	73
JJAPM	19	5	1	790	5_19_1.wav	2	2	29	f	68	160	84	29	1	4	912	74
JJAPM	19	6	1	693	6_19_1.wav	1	2	29	f	29	24	134	26	1	1	1545	75
JJAPM	17	10	2	693	10_17_2.wav	1	1	39	m	66	32	33	39	0	2	1448	76
JJAPM	25	4	2	910	4_25_2.wav	3	2	35	f	126	35	115	179	1	2	1089	77
JJAPM	11	9	2	622	9_11_2.wav	2	3	41	m	105	41	101	163	1	2	1609	78
JJAPM	36	11	2	511	11_36_2.wav	1	1	23	m	136	165	4	23	1	4	1639	79
JJAPM	8	4	1	1100	4_8_1.wav	3	2	6	f	6	178	106	13	1	1	624	80
JJAPM	57	12	3	554	12_57_3.wav	3	2	10	m	7	171	167	10	1	4	807	81
JJAPM	49	9	4	500	9_49_4.wav	2	3	41	m	93	8	41	48	1	3	2615	82
JJAPM	47	1	3	665	1_47_3.wav	2	2	9	f	89	93	38	9	1	4	833	83
JJAPM	38	7	1	622	7_38_1.wav	3	3	41	m	41	91	44	47	1	1	2062	84
JJAPM	40	9	2	500	9_40_2.wav	2	1	34	m	63	74	130	34	0	4	931	85
JJAPM	54	1	4	700	1_54_4.wav	2	2	19	f	99	69	115	19	1	4	1451	86
JJAPM	60	6	1	433	6_60_1.wav	1	2	28	f	28	175	60	105	1	1	816	87
JJAPM	33	6	2	493	6_33_2.wav	1	1	16	f	85	3	110	16	1	4	797	88
JJAPM	45	12	2	589	12_45_2.wav	3	2	15	m	127	15	155	26	1	2	2788	89
JJAPM	5	12	1	745	12_5_1.wav	3	2	25	m	178	167	25	117	1	3	815	90
JJAPM	31	7	1	780	7_31_1.wav	3	3	41	m	107	41	167	180	1	2	1480	91
JJAPM	15	9	4	606	9_15_4.wav	2	2	5	m	56	147	98	5	1	4	1631	92
JJAPM	58	7	1	635	7_58_1.wav	3	1	8	m	171	8	170	59	0	1	1645	93
JJAPM	53	7	1	550	7_53_1.wav	3	2	12	m	93	13	85	12	0	2	755	94
JJAPM	39	4	2	715	4_39_2.wav	3	1	36	f	36	128	129	163	1	1	702	95
JJAPM	59	7	2	820	7_59_2.wav	3	2	14	m	171	14	159	79	1	2	1674	96
JJAPM	53	11	1	597	11_53_1.wav	1	2	12	m	2	57	12	11	1	3	1004	97
JJAPM	14	7	1	700	7_14_1.wav	3	3	41	m	41	2	58	138	0	2	2477	98
JJAPM	43	9	3	500	9_43_3.wav	2	1	27	m	27	126	33	158	1	1	1533	99
JJAPM	25	2	2	632	2_25_2.wav	1	2	35	f	129	122	35	70	1	3	832	100
JJAPM	38	11	2	656	11_38_2.wav	1	3	41	m	102	50	32	41	1	4	1356	101
JJAPM	59	1	1	710	1_59_1.wav	2	2	14	f	14	5	26	94	1	1	1432	102
JJAPM	60	3	1	540	3_60_1.wav	3	2	28	f	28	9	50	38	1	1	728	103
JJAPM	39	2	3	580	2_39_3.wav	1	1	36	f	36	52	9	114	1	1	564	104
JJAPM	32	5	1	725	5_32_1.wav	2	3	41	f	41	17	126	144	1	1	1181	105
JJAPM	12	1	2	560	1_12_2.wav	2	1	1	f	1	71	85	109	1	1	1247	106
JJAPM	27	12	1	600	12_27_1.wav	3	3	41	m	139	41	114	30	1	2	2179	107
JJAPM	22	10	1	720	10_22_1.wav	1	3	41	m	41	75	82	150	1	1	1731	108
JJAPM	33	9	1	500	9_33_1.wav	2	1	16	m	16	67	148	107	1	1	804	109
JJAPM	46	12	1	629	12_46_1.wav	3	1	24	m	24	64	33	14	1	1	882	110
JJAPM	28	5	1	750	5_28_1.wav	2	3	41	f	132	143	81	41	1	4	1202	111
JJAPM	22	12	2	665	12_22_2.wav	3	3	41	m	138	173	85	41	1	4	2280	112
JJAPM	2	9	1	543	9_2_1.wav	2	2	26	m	159	26	166	72	1	2	966	113
JJAPM	38	9	1	657	9_38_1.wav	2	3	41	m	41	127	88	82	1	1	1500	114
JJAPM	6	2	1	839	2_6_1.wav	1	2	4	f	4	46	135	176	1	1	756	115
JJAPM	22	5	3	725	5_22_3.wav	2	3	41	f	77	93	170	41	1	4	1802	116
JJAPM	51	10	1	810	10_51_1.wav	1	3	41	m	101	41	109	108	1	2	3767	117
JJAPM	17	12	2	660	12_17_2.wav	3	1	39	m	8	39	36	158	1	2	2036	118
JJAPM	21	3	2	780	3_21_2.wav	3	3	41	f	41	113	175	26	1	1	2085	119
JJAPM	42	6	3	619	6_42_3.wav	1	1	38	f	107	157	38	72	1	3	1513	120
JJAPM	47	6	1	573	6_47_1.wav	1	2	9	f	138	9	131	25	1	2	2234	121
JJAPM	16	4	1	800	4_16_1.wav	3	3	41	f	129	25	41	95	1	3	1975	122
JJAPM	34	12	1	1085	12_34_1.wav	3	3	41	m	58	7	142	41	1	4	1317	123
JJAPM	20	7	2	840	7_20_2.wav	3	1	11	m	13	11	18	119	1	2	1207	124
JJAPM	55	5	2	670	5_55_2.wav	2	3	41	f	41	130	6	175	0	3	1102	125
JJAPM	6	4	3	795	4_6_3.wav	3	2	4	f	4	13	128	58	1	1	2890	126
JJAPM	59	11	1	544	11_59_1.wav	1	2	14	m	14	124	123	60	1	1	733	127
JJAPM	58	11	2	550	11_58_2.wav	1	1	8	m	80	8	148	92	0	3	3864	128
JJAPM	56	12	1	585	12_56_1.wav	3	2	3	m	141	99	57	3	1	4	2342	129
JJAPM	39	5	2	812	5_39_2.wav	2	1	36	f	71	36	51	143	1	2	1035	130
JJAPM	43	3	3	715	3_43_3.wav	3	1	27	f	140	49	27	141	1	3	1247	131
JJAPM	49	6	2	542	6_49_2.wav	1	3	41	f	142	51	54	41	1	4	2534	132
JJAPM	13	5	4	860	5_13_4.wav	2	2	30	f	30	172	107	72	1	1	861	133
JJAPM	10	12	2	567	12_10_2.wav	3	1	21	m	106	58	21	157	1	3	2340	134
JJAPM	7	4	2	710	4_7_2.wav	3	1	20	f	20	77	102	87	1	1	768	135
JJAPM	8	2	3	637	2_8_3.wav	1	2	6	f	6	102	53	149	1	1	708	136
JJAPM	18	6	3	622	6_18_3.wav	1	2	7	f	46	44	110	7	1	4	1823	137
JJAPM	52	2	1	592	2_52_1.wav	1	3	41	f	134	41	1	32	1	2	3634	138
JJAPM	37	4	1	920	4_37_1.wav	3	1	22	f	22	19	86	28	1	1	619	139
JJAPM	3	6	1	441	6_3_1.wav	1	3	41	f	41	119	73	43	1	1	1345	140
JJAPM	11	12	3	788	12_11_3.wav	3	3	41	m	142	41	174	145	1	2	1932	141
JJAPM	48	7	3	820	7_48_3.wav	3	1	2	m	116	9	2	8	1	3	1163	142
JJAPM	3	1	3	550	1_3_3.wav	2	3	41	f	41	128	79	155	1	1	883	143
JJAPM	35	11	1	568	11_35_1.wav	1	2	17	m	158	42	33	17	0	3	1909	144
JJAPM	20	1	4	980	1_20_4.wav	2	1	11	f	11	76	166	4	1	1	811	145
JJAPM	26	6	1	738	6_26_1.wav	1	1	40	f	67	81	40	161	1	3	1577	146
JJAPM	24	2	3	668	2_24_3.wav	1	1	33	f	167	138	33	82	1	3	1130	147
JJAPM	18	5	3	703	5_18_3.wav	2	2	7	f	7	170	79	118	1	1	569	148
JJAPM	42	5	1	680	5_42_1.wav	2	1	38	f	38	175	82	73	1	1	484	149
JJAPM	15	7	1	920	7_15_1.wav	3	2	5	m	168	5	126	40	1	2	3265	150
JJAPM	21	6	2	622	6_21_2.wav	1	3	41	f	155	100	144	41	1	4	2699	151
JJAPM	58	1	1	500	1_58_1.wav	2	1	8	f	22	8	48	103	0	1	1224	152
JJAPM	23	3	2	845	3_23_2.wav	3	3	41	f	41	180	82	122	1	1	1978	153
JJAPM	1	9	1	644	9_1_1.wav	2	3	41	m	41	178	167	146	1	1	1401	154
JJAPM	32	2	1	581	2_32_1.wav	1	3	41	f	41	68	18	135	1	1	1846	155
JJAPM	4	2	1	586	2_4_1.wav	1	2	32	f	32	49	139	89	1	1	758	156
JJAPM	6	9	2	617	9_6_2.wav	2	2	4	m	4	179	42	9	1	1	958	157
JJAPM	56	10	2	535	10_56_2.wav	1	2	3	m	3	112	153	74	1	1	1209	158
JJAPM	10	10	3	573	10_10_3.wav	1	1	21	m	20	53	73	21	1	4	1845	159
JJAPM	41	4	1	720	4_41_1.wav	3	3	41	f	41	66	108	75	1	1	2999	160
JJAPM	26	5	1	821	5_26_1.wav	2	1	40	f	80	40	145	174	1	2	729	161
JJAPM	35	7	2	835	7_35_2.wav	3	2	17	m	24	114	17	76	1	3	1734	162
JJAPM	25	9	2	562	9_25_2.wav	2	2	35	m	35	26	137	155	1	1	673	163
JJAPM	9	4	3	720	4_9_3.wav	3	2	37	f	145	93	33	37	1	4	2401	164
JJAPM	26	3	2	900	3_26_2.wav	3	1	40	f	40	41	114	119	1	1	1309	165
JJAPM	14	11	2	553	11_14_2.wav	1	3	41	m	111	67	59	41	1	4	2308	166
JJAPM	44	6	3	586	6_44_3.wav	1	3	41	f	19	41	121	162	1	2	3037	167
JJAPM	21	1	1	710	1_21_1.wav	2	3	41	f	113	75	41	139	1	3	2440	168
JJAPM	34	10	1	684	10_34_1.wav	1	3	41	m	61	141	41	24	1	3	2185	169
JJAPM	27	10	2	660	10_27_2.wav	1	3	41	m	104	96	168	41	1	4	2098	170
JJAPM	44	3	1	715	3_44_1.wav	3	3	41	f	153	131	41	96	1	3	2155	171
JJAPM	5	1	2	910	1_5_2.wav	2	2	25	f	25	164	44	22	1	1	1537	172
JJAPM	40	11	3	500	11_40_3.wav	1	1	34	m	34	163	80	78	0	1	1407	173
JJAPM	2	10	2	720	10_2_2.wav	1	2	26	m	69	177	26	109	1	3	2107	174
JJAPM	57	10	3	561	10_57_3.wav	1	2	10	m	129	146	10	127	1	3	2923	175
JJAPM	23	6	2	449	6_23_2.wav	1	3	41	f	127	41	79	61	1	2	1589	176
JJAPM	60	5	1	625	5_60_1.wav	2	2	28	f	28	93	66	42	1	1	800	177
JJAPM	2	12	3	746	12_2_3.wav	3	2	26	m	67	26	171	138	1	2	1059	178
JJAPM	13	6	3	491	6_13_3.wav	1	2	30	f	47	30	78	101	1	2	1308	179
JJAPM	1	4	3	770	4_1_3.wav	3	3	41	f	44	154	41	127	1	3	2601	180
JBRRX	20	11	1	661	11_20_1.wav	1	1	11	m	47	68	126	11	1	4	2711	1
JBRRX	34	5	1	780	5_34_1.wav	2	3	41	f	68	166	41	67	1	3	2292	2
JBRRX	29	12	1	579	12_29_1.wav	3	1	13	m	140	13	49	56	1	2	1785	3
JBRRX	42	3	3	775	3_42_3.wav	3	1	38	f	38	116	65	49	1	1	1267	4
JBRRX	49	3	1	475	3_49_1.wav	3	3	41	f	106	105	114	41	1	4	2432	5
JBRRX	30	4	3	590	4_30_3.wav	3	1	18	f	50	126	80	18	1	4	2299	6
JBRRX	48	1	1	695	1_48_1.wav	2	1	2	f	101	2	103	100	1	2	1075	7
JBRRX	45	5	1	720	5_45_1.wav	2	2	15	f	154	15	87	114	1	2	1749	8
JBRRX	30	2	3	419	2_30_3.wav	1	1	18	f	97	58	26	18	1	4	2075	9
JBRRX	24	4	2	935	4_24_2.wav	3	1	33	f	33	44	178	107	0	1	1166	10
JBRRX	53	5	1	710	5_53_1.wav	2	2	12	f	54	147	12	63	1	3	1698	11
JBRRX	33	3	2	845	3_33_2.wav	3	1	16	f	53	16	81	90	1	2	3487	12
JBRRX	50	6	1	548	6_50_1.wav	1	1	31	f	30	14	90	31	1	4	2030	13
JBRRX	31	11	2	689	11_31_2.wav	1	3	41	m	166	41	123	55	0	2	2237	14
JBRRX	30	9	2	373	9_30_2.wav	2	1	18	m	150	78	48	18	0	4	2250	15
JBRRX	12	10	1	517	10_12_1.wav	1	1	1	m	108	166	109	1	1	4	1811	16
JBRRX	52	4	3	885	4_52_3.wav	3	3	41	f	41	46	113	14	0	1	1440	17
JBRRX	4	4	3	705	4_4_3.wav	3	2	32	f	32	83	9	91	1	1	1053	18
JBRRX	27	1	2	710	1_27_2.wav	2	3	41	f	109	107	52	41	1	4	2428	19
JBRRX	8	9	4	667	9_8_4.wav	2	2	6	m	6	25	111	117	1	1	1310	20
JBRRX	36	7	1	725	7_36_1.wav	3	1	23	m	105	23	72	174	1	2	1894	21
JBRRX	19	3	1	837	3_19_1.wav	3	2	29	f	29	39	40	119	0	1	1248	22
JBRRX	50	5	3	710	5_50_3.wav	2	1	31	f	45	43	70	31	1	4	1523	23
JBRRX	9	5	1	725	5_9_1.wav	2	2	37	f	37	52	68	154	1	1	1522	24
JBRRX	54	7	2	735	7_54_2.wav	3	2	19	m	126	19	28	32	1	2	3019	25
JBRRX	56	9	3	519	9_56_3.wav	2	2	3	m	3	78	119	98	1	1	3222	26
JBRRX	5	10	2	577	10_5_2.wav	1	2	25	m	126	25	141	106	1	2	1870	27
JBRRX	29	1	4	690	1_29_4.wav	2	1	13	f	13	162	64	173	1	1	2371	28
JBRRX	11	10	2	568	10_11_2.wav	1	3	41	m	78	41	14	118	1	2	2247	29
JBRRX	7	2	3	793	2_7_3.wav	1	1	20	f	83	122	36	20	0	4	1333	30
JBRRX	32	4	3	690	4_32_3.wav	3	3	41	f	77	95	41	57	1	3	3497	31
JBRRX	37	9	1	624	9_37_1.wav	2	1	22	m	22	136	42	78	1	1	3383	32
JBRRX	35	1	3	720	1_35_3.wav	2	2	17	f	179	17	133	24	1	2	3866	33
JBRRX	40	7	3	725	7_40_3.wav	3	1	34	m	12	34	6	53	1	2	1739	34
JBRRX	55	11	3	437	11_55_3.wav	1	3	41	m	52	118	41	64	1	3	3965	35
JBRRX	44	1	4	675	1_44_4.wav	2	3	41	f	41	63	119	155	1	1	4659	36
JBRRX	37	2	1	613	2_37_1.wav	1	1	22	f	141	22	84	32	1	2	1763	37
JBRRX	7	1	4	685	1_7_4.wav	2	1	20	f	20	54	75	146	1	1	2499	38
JBRRX	13	3	2	595	3_13_2.wav	3	2	30	f	66	115	122	30	1	4	2739	39
JBRRX	4	9	3	527	9_4_3.wav	2	2	32	m	144	32	92	136	1	2	1396	40
JBRRX	48	11	1	550	11_48_1.wav	1	1	2	m	171	14	68	2	1	4	2207	41
JBRRX	46	10	3	452	10_46_3.wav	1	1	24	m	87	24	157	51	1	2	1853	42
JBRRX	24	1	3	725	1_24_3.wav	2	1	33	f	70	33	171	50	1	2	1182	43
JBRRX	54	11	2	500	11_54_2.wav	1	2	19	m	19	157	43	20	0	1	1152	44
JBRRX	28	7	3	680	7_28_3.wav	3	3	41	m	172	136	122	41	1	4	2010	45
JBRRX	41	2	2	563	2_41_2.wav	1	3	41	f	39	96	41	120	0	1	5653	46
JBRRX	29	10	3	765	10_29_3.wav	1	1	13	m	85	13	151	63	0	2	1550	47
JBRRX	55	7	1	660	7_55_1.wav	3	3	41	m	130	102	41	30	0	3	2101	48
JBRRX	57	1	1	625	1_57_1.wav	2	2	10	f	10	77	46	36	1	1	1817	49
JBRRX	52	5	3	720	5_52_3.wav	2	3	41	f	41	2	178	169	1	1	2383	50
JBRRX	23	9	4	527	9_23_4.wav	2	3	41	m	146	114	41	52	0	3	2497	51
JBRRX	16	5	2	685	5_16_2.wav	2	3	41	f	94	117	41	167	1	3	2393	52
JBRRX	47	3	3	790	3_47_3.wav	3	2	9	f	9	84	55	143	1	1	1346	53
JBRRX	18	3	3	717	3_18_3.wav	3	2	7	f	154	145	7	111	1	3	1692	54
JBRRX	15	11	1	583	11_15_1.wav	1	2	5	m	120	84	66	5	1	4	2673	55
JBRRX	51	5	2	940	5_51_2.wav	2	3	41	f	61	41	135	92	1	2	1781	56
JBRRX	43	6	3	500	6_43_3.wav	1	1	27	f	27	125	62	178	1	1	3256	57
JBRRX	9	2	2	631	2_9_2.wav	1	2	37	f	179	37	117	164	0	2	3069	58
JBRRX	41	5	1	940	5_41_1.wav	2	3	41	f	124	41	63	149	1	2	3428	59
JBRRX	17	1	3	660	1_17_3.wav	2	1	39	f	108	171	112	39	1	4	1846	60
JBRRX	51	12	3	649	12_51_3.wav	3	3	41	m	41	44	135	10	1	1	1408	61
JBRRX	1	2	1	568	2_1_1.wav	1	3	41	f	146	41	46	162	1	2	3033	62
JBRRX	10	9	4	500	9_10_4.wav	2	1	21	m	21	148	24	169	0	1	1730	63
JBRRX	14	1	2	670	1_14_2.wav	2	3	41	f	100	156	165	41	0	4	4539	64
JBRRX	50	3	1	740	3_50_1.wav	3	1	31	f	31	99	84	68	1	1	1630	65
JBRRX	46	1	1	660	1_46_1.wav	2	1	24	f	15	24	82	44	1	2	1840	66
JBRRX	45	10	2	499	10_45_2.wav	1	2	15	m	92	163	174	15	1	4	2182	67
JBRRX	28	11	2	609	11_28_2.wav	1	3	41	m	72	102	68	41	0	4	2527	68
JBRRX	3	3	2	550	3_3_2.wav	3	3	41	f	75	176	41	60	1	3	2062	69
JBRRX	31	5	2	830	5_31_2.wav	2	3	41	f	162	46	41	12	1	3	2178	70
JBRRX	16	2	3	585	2_16_3.wav	1	3	41	f	41	1	86	122	1	1	2141	71
JBRRX	36	1	3	680	1_36_3.wav	2	1	23	f	23	107	56	161	1	1	1241	72
JBRRX	12	12	1	586	12_12_1.wav	3	1	1	m	1	90	86	116	1	1	1862	73
JBRRX	19	5	1	790	5_19_1.wav	2	2	29	f	68	160	84	29	1	4	1362	74
JBRRX	19	6	1	693	6_19_1.wav	1	2	29	f	29	24	134	26	1	1	2045	75
JBRRX	17	10	2	693	10_17_2.wav	1	1	39	m	66	32	33	39	0	2	1921	76
JBRRX	25	4	2	910	4_25_2.wav	3	2	35	f	126	35	115	179	1	2	1556	77
JBRRX	11	9	2	622	9_11_2.wav	2	3	41	m	105	41	101	163	1	2	2023	78
JBRRX	36	11	2	511	11_36_2.wav	1	1	23	m	136	165	4	23	1	4	2052	79
JBRRX	8	4	1	1100	4_8_1.wav	3	2	6	f	6	178	106	13	1	1	956	80
JBRRX	57	12	3	554	12_57_3.wav	3	2	10	m	7	171	167	10	1	4	1215	81
JBRRX	49	9	4	500	9_49_4.wav	2	3	41	m	93	8	41	48	1	3	3084	82
JBRRX	47	1	3	665	1_47_3.wav	2	2	9	f	89	93	38	9	1	4	1241	83
JBRRX	38	7	1	622	7_38_1.wav	3	3	41	m	41	91	44	47	1	1	2572	84
JBRRX	40	9	2	500	9_40_2.wav	2	1	34	m	63	74	130	34	0	4	1443	85
JBRRX	54	1	4	700	1_54_4.wav	2	2	19	f	99	69	115	19	1	4	1861	86
JBRRX	60	6	1	433	6_60_1.wav	1	2	28	f	28	175	60	105	1	1	1257	87
JBRRX	33	6	2	493	6_33_2.wav	1	1	16	f	85	3	110	16	1	4	1214	88
JBRRX	45	12	2	589	12_45_2.wav	3	2	15	m	127	15	155	26	1	2	3244	89
JBRRX	5	12	1	745	12_5_1.wav	3	2	25	m	178	167	25	117	1	3	1247	90
JBRRX	31	7	1	780	7_31_1.wav	3	3	41	m	107	41	167	180	1	2	1896	91
JBRRX	15	9	4	606	9_15_4.wav	2	2	5	m	56	147	98	5	1	4	2129	92
JBRRX	58	7	1	635	7_58_1.wav	3	1	8	m	171	8	170	59	1	1	2148	93
JBRRX	53	7	1	550	7_53_1.wav	3	2	12	m	93	13	85	12	0	2	1237	94
JBRRX	39	4	2	715	4_39_2.wav	3	1	36	f	36	128	129	163	0	1	1113	95
JBRRX	59	7	2	820	7_59_2.wav	3	2	14	m	171	14	159	79	1	2	2099	96
JBRRX	53	11	1	597	11_53_1.wav	1	2	12	m	2	57	12	11	0	3	1490	97
JBRRX	14	7	1	700	7_14_1.wav	3	3	41	m	41	2	58	138	0	2	2919	98
JBRRX	43	9	3	500	9_43_3.wav	2	1	27	m	27	126	33	158	1	1	1964	99
JBRRX	25	2	2	632	2_25_2.wav	1	2	35	f	129	122	35	70	1	3	1298	100
JBRRX	38	11	2	656	11_38_2.wav	1	3	41	m	102	50	32	41	1	4	1798	101
JBRRX	59	1	1	710	1_59_1.wav	2	2	14	f	14	5	26	94	0	1	1864	102
JBRRX	60	3	1	540	3_60_1.wav	3	2	28	f	28	9	50	38	1	1	1207	103
JBRRX	39	2	3	580	2_39_3.wav	1	1	36	f	36	52	9	114	1	1	1000	104
JBRRX	32	5	1	725	5_32_1.wav	2	3	41	f	41	17	126	144	1	1	1656	105
JBRRX	12	1	2	560	1_12_2.wav	2	1	1	f	1	71	85	109	1	1	1717	106
JBRRX	27	12	1	600	12_27_1.wav	3	3	41	m	139	41	114	30	1	2	2726	107
JBRRX	22	10	1	720	10_22_1.wav	1	3	41	m	41	75	82	150	1	1	2194	108
JBRRX	33	9	1	500	9_33_1.wav	2	1	16	m	16	67	148	107	1	1	1290	109
JBRRX	46	12	1	629	12_46_1.wav	3	1	24	m	24	64	33	14	1	1	1411	110
JBRRX	28	5	1	750	5_28_1.wav	2	3	41	f	132	143	81	41	1	4	1665	111
JBRRX	22	12	2	665	12_22_2.wav	3	3	41	m	138	173	85	41	0	4	2688	112
JBRRX	2	9	1	543	9_2_1.wav	2	2	26	m	159	26	166	72	1	2	1437	113
JBRRX	38	9	1	657	9_38_1.wav	2	3	41	m	41	127	88	82	1	1	1933	114
JBRRX	6	2	1	839	2_6_1.wav	1	2	4	f	4	46	135	176	0	1	1206	115
JBRRX	22	5	3	725	5_22_3.wav	2	3	41	f	77	93	170	41	1	4	2214	116
JBRRX	51	10	1	810	10_51_1.wav	1	3	41	m	101	41	109	108	1	2	4212	117
JBRRX	17	12	2	660	12_17_2.wav	3	1	39	m	8	39	36	158	1	2	2462	118
JBRRX	21	3	2	780	3_21_2.wav	3	3	41	f	41	113	175	26	1	1	2506	119
JBRRX	42	6	3	619	6_42_3.wav	1	1	38	f	107	157	38	72	1	3	2026	120
JBRRX	47	6	1	573	6_47_1.wav	1	2	9	f	138	9	131	25	1	2	2647	121
JBRRX	16	4	1	800	4_16_1.wav	3	3	41	f	129	25	41	95	1	3	2430	122
JBRRX	34	12	1	1085	12_34_1.wav	3	3	41	m	58	7	142	41	1	4	1813	123
JBRRX	20	7	2	840	7_20_2.wav	3	1	11	m	13	11	18	119	0	2	1606	124
JBRRX	55	5	2	670	5_55_2.wav	2	3	41	f	41	130	6	175	0	3	1637	125
JBRRX	6	4	3	795	4_6_3.wav	3	2	4	f	4	13	128	58	1	1	3321	126
JBRRX	59	11	1	544	11_59_1.wav	1	2	14	m	14	124	123	60	1	1	1190	127
JBRRX	58	11	2	550	11_58_2.wav	1	1	8	m	80	8	148	92	1	3	4358	128
JBRRX	56	12	1	585	12_56_1.wav	3	2	3	m	141	99	57	3	1	4	2782	129
JBRRX	39	5	2	812	5_39_2.wav	2	1	36	f	71	36	51	143	0	2	1478	130
JBRRX	43	3	3	715	3_43_3.wav	3	1	27	f	140	49	27	141	1	3	1740	131
JBRRX	49	6	2	542	6_49_2.wav	1	3	41	f	142	51	54	41	1	4	3019	132
JBRRX	13	5	4	860	5_13_4.wav	2	2	30	f	30	172	107	72	1	1	1301	133
JBRRX	10	12	2	567	12_10_2.wav	3	1	21	m	106	58	21	157	1	3	2734	134
